movie_id,name,tag
tt4580794,Coffee Ani Barach Kahi,"What happens when two young people meet and start liking each other? Somebody takes initiative, express the feelings and then if both feel the same, and they click. However, what happens ... [ ""Marathi"" ] [ ""Aditi Moghe"", ""Aditi Moghe"" ] [ ""Prakash Kunte"" ] [ ""Prarthana Behere"", ""Neha Mahajan"", ""Bhushan Pradhan"", ""Suyash Tilak"", ""Sandesh Kulkarni"", ""Ashwini Ekbotey"", ""Vidyadhar Joshi"", ""Ila Bhatey"", ""Avinash Narkar"", ""Suhas Joshi"", ""Dilip Prabhavalkar"", ""Anuja Sathe"", ""Anita Date"", ""Bappa Joshi"", ""Vaibbhav Tatwawdi"" ] [ ""Romance"" ]"
tt1830802,Shala,"Set in the 70's in rural India, four 9th grade kids were writing their destiny. Joshi (14) is madly in love with Shirodkar (14) a beautiful Indian looking girl. Both study in the same class. The age old question ""What is love anyway?"" [ ""Marathi"" ] [ ""Milind Bokil"", ""Avinash Deshpande"" ] [ ""Sujay Dahake"" ] [ ""Anshuman Joshi"", ""Ketaki Mategaonkar"", ""Dilip Prabhavalkar"", ""Nandu Madhav"", ""Amruta Khanvilkar"", ""Ashwini Giri"", ""Santosh Juvekar"", ""Jitendra Joshi"", ""Suhas Vedpathak"", ""Omkar Mane"", ""Ketan Pawar"", ""Snehal Ghayal"", ""Yogesh Dalvi"", ""Shashank Shende"", ""Anand Ingale"" ] [ ""Romance"" ]"
tt0085178,Ardh Satya,"A newly appointed police rookie deals with corruption, romance, and brutality. [ ""Hindi"", ""Marathi"" ] [ ""Dilip Chitre"", ""Vasant Dev"" ] [ ""Govind Nihalani"" ] [ ""Om Puri"", ""Smita Patil"", ""Amrish Puri"", ""Shafi Inamdar"", ""Achyut Potdar"", ""Sadashiv Amrapurkar"", ""Naseeruddin Shah"", ""Prabhakar Patankar"", ""Rafique Mukadam"", ""Madhuri Purandare"", ""Shanta Gokhale"", ""Ila Arun"", ""Leela Jariwala"", ""Arun Kakde"", ""Suresh Bhagwat"" ] [ ""Crime"", ""Drama"" ]"
tt5780076,YZ,"The title is not just a slang word but a hip new attitude, importantly a fresh perspective on life. YZ is a coming-of-age comedy about a 33-year-old who is trapped between the identity of a boy and a man. [ ""Marathi"" ] [ ""Kshitij Patwardhan"" ] [ ""Sameer Vidwans"" ] [ ""Mukta Barve"", ""Sai Tamhankar"", ""Sagar Deshmukh"", ""Akshay Tanksale"", ""Parna Pethe"" ] [ ""Comedy"" ]"
tt1590129,Natarang,"A poor working man loses his job and decides to start a theater troupe. [ ""Marathi"" ] [ ""Ravi Jadhav"", ""Anand Yadav"" ] [ ""Ravi Jadhav"" ] [ ""Priya Arun"", ""Vibhawari Deshpande"", ""Kishore Kadam"", ""Atul Kulkarni"", ""Sonalee Kulkarni"" ] [ ""Drama"" ]"
tt1841542,Chillar Party,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony takes on the big bad world of politics when one of their friend's life is endangered. [ ""Hindi"", ""Marathi"", ""English"" ] [ ""Vikas Bahl"", ""Vijay Maurya"" ] [ ""Vikas Bahl"", ""Nitesh Tiwari"" ] [ ""Aarav Khanna"", ""Chinmay Chandraunshuh"", ""Divji Handa"", ""Irfan Khan"", ""Naman Jain"", ""Rohan Grover"", ""Sanath Menon"", ""Vedant Desai"", ""Raakesh Maudgal"", ""Vishesh Tiwari"", ""Shriya Sharma"", ""Raju"", ""Ajay Kumar"", ""Sonamoni Jayant Gadekar"", ""Rajinder Sharma Nanu"" ] [ ""Comedy"", ""Drama"", ""Family"" ]"
tt2827320,Fandry,"Love, the most beautiful emotion in all living creatures that God has made knows no bar, caste or boundaries, is the central theme of Fandry. A young lad (Jabya) falls in love with his ... [ ""Marathi"" ] [ ""Nagraj Manjule"" ] [ ""Nagraj Manjule"" ] [ ""Somnath Awghade"", ""Sanjay Chaudhri"", ""Chhaya Kadam"", ""Kishore Kadam"", ""Prashant Kambale"", ""Rajeshwari Kharat"", ""Bhushan Manjule"", ""Nagraj Manjule"", ""Vikas Pandurang Patil"", ""Suraj Pawar"", ""Aishwarya Shinde"", ""Suhas Shirsat"", ""Jyoti Subhash"", ""Pravin Tarde"", ""Suresh Vishwakarma"" ] [ ""Drama"", ""Family"" ]"
tt0105271,Roja,"Roja lives in a Tamil village, and her sister is about to marry a man from the city, who decides to marry Roja instead and gets a job assignment in Kashmir, where some militants decide to kidnap them. [ ""Tamil"", ""Hindi"", ""Marathi"", ""Telugu"" ] [ ""Mani Ratnam"" ] [ ""Mani Ratnam"" ] [ ""Arvind Swamy"", ""Madhoo"", ""Pankaj Kapur"", ""Nassar"", ""Shiva Rindani"", ""Janagaraj"", ""Vaishnavi"", ""C.K. Saraswathi"", ""Sathyapriya"", ""Sujatha"" ] [ ""Drama"", ""Romance"", ""Thriller"" ]"
tt5311546,Natsamrat,"After he retires, an aging theatre actor and his wife begin to feel unwanted by their children. [ ""Marathi"", ""Marathi"" ] [ ""Abhijeet Deshpande"", ""Kiran Yadnyopavit"" ] [ ""Mahesh Manjrekar"" ] [ ""Nana Patekar"", ""Medha Manjrekar"", ""Mrinmayee Deshpande"", ""Sunil Barve"", ""Vikram Gokhale"", ""Ajit Parab"", ""Neha Pendse"", ""Jitendra Joshi"", ""Shridhar Limaye"", ""Savita Malpekar"", ""Sandeep Pathak"", ""Pooja Sawant"", ""Aniket Vishwasrao"", ""Jaywant Wadkar"" ] [ ""Drama"", ""Family"" ]"
tt3341582,Killa,"A 11-year-old Indian boy who has just lost his father is forced to adapt to a new school in a small village. The story is about how he copes up and how life has to move on transforming a young mind into an adult day by day. [ ""Marathi"" ] [ ""Tushar Paranjape"", ""Tushar Paranjape"" ] [ ""Avinash Arun"" ] [ ""Amruta Subhash"", ""Archit Deodhar"", ""Parth Bhalerao"", ""Gaurish Gawade"", ""Atharva Upasni"", ""Swandand Raikar"", ""Shrikant Yadav"", ""Umesh Jagtap"", ""Shivalati Bokil"", ""Jui Kahate"", ""Devendra Gaikwad"", ""Bala Kadam"", ""Makrand Saptarishi"", ""Savita Prabhune"", ""Roma Devadhar"" ] [ ""Comedy"", ""Drama"" ]"
tt5312232,Sairat,"In interior Maharashtra, a fisherman's son and a local politician's daughter fall in love against the restrictions of caste hierarchy. [ ""Marathi"" ] [ ""Nagraj Manjule"", ""Nagraj Manjule"" ] [ ""Nagraj Manjule"" ] [ ""Rinku Rajguru"", ""Akash Thosar"", ""Arbaz Shaikh"", ""Tanaji Galgunde"", ""Suresh Vishwakarma"", ""Suraj Pawar"", ""Anuja Mule"", ""Bhushan Manjule"", ""Chhaya Kadam"", ""Rubina Inamdar"", ""Nagraj Manjule"", ""Shivam More"", ""Mithunchandra Chaudhari"", ""Jyoti Subhash"" ] [ ""Drama"", ""Romance"" ]"
tt0082971,Raiders of the Lost Ark,"Archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis. [ ""English"", ""German"", ""Hebrew"", ""Spanish"", ""Arabic"", ""Nepali"" ] [ ""Lawrence Kasdan"", ""George Lucas"" ] [ ""Steven Spielberg"" ] [ ""Harrison Ford"", ""Karen Allen"", ""Paul Freeman"", ""Ronald Lacey"", ""John Rhys-Davies"", ""Denholm Elliott"", ""Alfred Molina"", ""Wolf Kahler"", ""Anthony Higgins"", ""Vic Tablian"", ""Don Fellows"", ""William Hootkins"", ""Bill Reimbold"", ""Fred Sorenson"", ""Patrick Durkin"" ] [ ""Action"", ""Adventure"" ]"
tt0268446,Mask of Desire,"Dipak and Saraswati live a simple life in Kathmandu. A devoted father and an adoring husband, Dipak works as a security guard, while Saraswati happily tends to traditional housework. Their ... [ ""Nepali"" ] [ ""Kshang Chetang"", ""Tsering Rhitar Sherpa"" ] [ ""Tsering Rhitar Sherpa"" ] [ ""Gauri Malla"", ""Mithila Sharma"", ""Ratan Subedi"", ""Nirmal Pyakurel"", ""Rama Thapalia"", ""Dipika Dhakal"", ""Elika Dhakal"", ""Erika Dhakal"", ""Hanuman Das"", ""Rudra Raj Pandey"", ""Ram Chandra Adhikari"", ""Krishna Dhakal"", ""Asha Thapa"", ""Jyothi Thapa"" ] [ ""Drama"" ]"
tt4448446,Zhigrana,"Christine Summers has been working in an NGO in Nepal for the past four years. Her boss assigns her to do a last mission in Ruku to collect information of the life outside of the cities, ... [ ""Nepali"" ] [ ""Pasang Lama"" ] [ ""Pasang Lama"" ] [ ""Clara Fields"", ""Hanna Geschewski"", ""Shanti Giri"", ""Jyoti Karki"", ""Bina Pandey"", ""Diwakar Piya"", ""Menuka Pradhan"", ""Arun Regmi"", ""Nikun Shrestha"" ] [ ""Mystery"", ""Thriller"" ]"
tt3521084,Mokshya,"A promising musician lives through his shattered dreams, friendship and love, when he gets injured in a group attack. [ ""Nepali"" ] [ ""Rajan Kathet"", ""Prabin Shrestha"" ] [ ""Prabin Shrestha"" ] [ ""Kosish Chettri"", ""Benisha Hamal"", ""Basanta Bhatta"", ""Bikram Singh"", ""Dipesh Bhandari"", ""Bishal Dhungana"", ""Manish Godar"", ""Dilbhushan Pathak"", ""Sapana Shrestha"", ""Durga Baraily"" ] [ ""Comedy"", ""Drama"", ""Music"" ]"
tt5659988,November Rain,"Aayush falls in love with Sheetal at first sight, unaware that fate already had them together somewhere in the past. [ ""Nepali"" ] [ ""Chetan Gurung"" ] [ ""Dinesh Rawat"" ] [ ""Chulthim Dolma"", ""Amitesh Shah"", ""Namrata Shrestha"", ""Aaryan Sigdel"" ] [ ""Romance"" ]"
tt2055577,Acharya,"A journey of a singer (Bhakta Raj Acharya) who grew up in an extreme poverty without father. his chances of achieving his dream of becoming a singer was slim to none, under the ... [ ""Nepali"" ] [ ""Rick Baraff"" ] [ ""Prashant Rasaily"" ] [ ""Satya Raj Acharya"", ""Aruna Karki"", ""Sunil Pokhrel"" ] [ ""Biography"", ""Drama"", ""Music"" ]"
tt5595416,Lukamari,"Superb character portrait from the true theatre artists Saugat and Karma in an entertaining movie. [ ""Nepali"" ] [ ""Binod Khatiwada"" ] [ ""Shree Ram Dahal"" ] [ ""Saugat Malla"", ""Karma"", ""Bikram Singh"", ""Surabina Karki"", ""J.B.D.C."", ""Rista Basnet"", ""Pravan Bhusal"", ""Kushal Bista"", ""Krishna Bhakta Maharjan"", ""Basanta Bhatta"" ] [ ""Comedy"" ]"
tt3696800,Kabaddi,"Kazi a young aimless man dreams of marrying Maiya, a village girl by any means although she wants to go to the city for higher education. Their lives are thrown into turmoil with the arrival of Bibek, a charming young man from the city. [ ""Nepali"" ] [ ""Ram Babu Gurung"", ""Rambabu Gurung"" ] [ ""Rambabu Gurung"" ] [ ""Nischal Basnet"", ""Rishma Gurung"", ""Dayahang Rai"" ] [ ""Comedy"", ""Drama"", ""Romance"" ]"
tt0304435,Muna Madan,"An epic tragedy, based on Nepal's most famous epic poem. Madan, a lower-class worker, is forced by poverty and mounting debts to go to Lhasa, Tibet, leaving behind his lonely mother and ... [ ""Nepali"" ] [ ""Laxmi Prasad Devkota"" ] [ ""Gyanendra Bahadur Deuja"" ] [ ""Ramchandra Adhikari"", ""Subhadra Adhikari"", ""Dinesh D.C."", ""Bijaya Lama"", ""Sanchita Luitel"", ""Usha Paudel"", ""Neer Bikram Shah"", ""Mithila Sharma"", ""Deepak Tripathi"" ] [ ""Drama"" ]"
tt5225580,Kabaddi Kabaddi,"A lovely movie by Rabababu and co. As Always Dayahang hit the floor with his brilliant acting. [ ""Nepali"" ] [] [ ""Rambabu Gurung"" ] [ ""Dayahang Rai"", ""Saugat Malla"", ""Rishma Gurung"" ] [ ""Comedy"", ""Drama"" ]"
tt3342558,Talakjung vs Tulke,"Tulk is a day-laborer in a Nepalese mountain village. He struggles to reclaim his lost aristocratic identity, while a violent revolution disrupts every aspect of village life. [ ""Nepali"" ] [ ""Khagendra Lamichhane"" ] [ ""Nischal Basnet"" ] [ ""Khagendra Lamichhane"", ""Dayahang Rai"", ""Shushank Mainali"", ""Reecha Sharma"", ""Prakash Ghimire"", ""Rabindra Singh Baniya"", ""Raj Thapa"", ""Hum Bc"", ""Sudam Ck"", ""Buddhi Man Tamang"" ] [ ""Drama"" ]"
tt5691226,Pashupati Prasad,"A story about a guy who lost his parents in earthquake and comes to kathmandu carrying a dream of paying his parents debt and settling his life where he faces different conflicts and situations. [ ""Nepali"" ] [ ""Khagendra Lamichhane"" ] [ ""Dependra K. Khanal"" ] [ ""Rabindra Singh Baniya"", ""Bipin Karki"", ""Khagendra Lamichhane"", ""Barsha Siwakoti"" ] [ ""Drama"" ]"
tt4991660,The Black Hen,"We are in the year 2001, a temporary ceasefire brings a much-needed break to a small war-torn village in Northern Nepal, bringing much joy among the residents. Prakash and Kiran, two young ... [ ""Nepali"" ] [ ""Min Bahadur Bham"", ""Abinash Bikram Shah"" ] [ ""Min Bahadur Bham"" ] [ ""Khadka Raj Nepali"", ""Sukra Raj Rokaya"", ""Jit Bahadur Malla"", ""Hansha Khadka"", ""Benisha Hamal"" ] [ ""Drama"" ]"
tt2179133,Loot,"A man with a 'master plan' to rob a bank searches and leads four frustrated men in their quest for quick money. [ ""Nepali"" ] [ ""Nischal Basnet"" ] [ ""Nischal Basnet"" ] [ ""Karma Shakya"", ""Saugat Malla"", ""Prateek Raj Neupane"", ""Sushil Raj Pandey"", ""Dayahang Rai"", ""Reecha Sharma"", ""Srijana Subba"" ] [ ""Crime"", ""Mystery"", ""Thriller"" ]"
tt2296799,Highway to Dhampus,"When Laxmi, headmistress of a small orphanage in Nepal, is visited by a rich socialite attempting to fix her image through charitable acts, a chain of events is set in motion that affects ... [ ""English"", ""Nepali"" ] [ ""Rick McFarland"" ] [ ""Rick McFarland"" ] [ ""Rachel Hurd-Wood"", ""Gunner Wright"", ""Suesha Rana"", ""Raj Ballav Koirala"", ""Deshbhakta Khanal"", ""Sayush Gurung Bajracharya"", ""Sophie McShera"", ""Vinzenz Kiefer"", ""Masha Tokareva"", ""Sunil Shrestha"", ""Craig Izzard"", ""Belinda Kassinen"", ""Shaun Lucas"", ""Mike Parish"", ""Santi Scinelli"" ] [ ""Drama"", ""Romance"" ]"
tt0290937,Yodha,"Fate brings a young man from rural Kerala to be the protector of a young Lama in Nepal, who is being chased by a dangerous cult. [ ""Malayalam"", ""Nepali"" ] [ ""Sasidharan Arattuvazhi"", ""Sasidharan Arattuvazhi"" ] [ ""Sangeeth Sivan"" ] [ ""Mohanlal"", ""Siddharth Lama"", ""Gopal Raj Bhutani"", ""Beena Antony"", ""Puneet Issar"", ""Madhoo"", ""Meena"", ""Nandu"", ""Jagathi Sreekumar"", ""Sukumari"", ""M.S. Thrippunithara"", ""Oduvil Unnikrishnan"", ""Priyanka Upendra"", ""Urvashi"", ""Jagannatha Varma"" ] [ ""Action"", ""Comedy"" ]"
tt3638644,White Sun,"Anti-regime partisan Chandra confronts physical, social and political obstacles for his father's funeral. His search for a solution takes him to neighboring mountain villages and encounters with the police and rebel guerrillas. A portrait of post-civil war Nepal during the fragile deadlocked peace process. [ ""Nepali"" ] [ ""Deepak Rauniyar"", ""David Barker"" ] [ ""Deepak Rauniyar"" ] [ ""Dayahang Rai"", ""Asha Maya Magrati"", ""Rabindra Singh Baniya"", ""Sumi Malla"", ""Amrit Pariyar"" ] [ ""Drama"" ]"
tt3809032,Partu,"A farmer and a child embark on a life long journey to join two families worlds apart. [ ""Marathi"", ""Rajasthani"" ] [ ""Nitin Adsul"", ""Nitin Adsul"" ] [ ""Nitin Adsul"" ] [ ""Smita Tambe"", ""Navni Parihar"", ""Kishore Kadam"", ""Ravi Bhushan Bhartiya"", ""Raja Bundela"", ""Gayatri Deshmukh"", ""Megha Ghatge"", ""Anshuman Vichare"", ""Saurabh Gokhale"", ""Shridhar Mirajkar"", ""Vishaldada Shinde"", ""Yash Pandey"" ] [ ""Drama"", ""Family"" ]"
tt0118751,Border,"In 1971, along the border region of Longewala, a small battalion of Indian soldiers go up against a 2000-(armed) soldier Pakistani strike force. [ ""Hindi"", ""English"", ""Panjabi"", ""Rajasthani"" ] [ ""J.P. Dutta"", ""O.P. Dutta"" ] [ ""J.P. Dutta"" ] [ ""Rakhee Gulzar"", ""Sunny Deol"", ""Jackie Shroff"", ""Sunil Shetty"", ""Akshaye Khanna"", ""Pooja Bhatt"", ""Tabu"", ""Kulbhushan Kharbanda"", ""Sudesh Berry"", ""Puneet Issar"", ""Sharbani Mukherji"", ""Sapna Bedi"", ""Amrit Pal"", ""Mahavir Bhullar"", ""Sanjeeva"" ] [ ""Action"", ""War"" ]"
tt1805263,I Am Kalam,"An impoverished boy forms an unlikely and unstable friendship with the lonely son of a nobleman. [ ""Hindi"", ""Rajasthani"", ""Panjabi"", ""English"" ] [ ""Sanjay Chauhan"", ""Protiqe Mojoomdar"" ] [ ""Nila Madhab Panda"" ] [ ""Gulshan Grover"", ""Harsh Mayar"", ""Hussan Saad"", ""Pitobash"", ""Beatrice Ordeix"", ""Suresh Acharya"", ""Baby"", ""Biswajeet Bal"", ""Rajat Bhalla"", ""Garima Bharadwaj"", ""Sanjay Chauhan"", ""S.D. Chouhan"", ""Zulica Fito Cia"", ""Ayelet Cohen"", ""Karin Fitoussi"" ] [ ""Comedy"", ""Drama"" ]"
tt1180583,Vaaranam Aayiram,"A father-son relationship through growing up, romance, tragedy, and adventure. [ ""Tamil"" ] [ ""Meghana Karthik"", ""Gautham Menon"" ] [ ""Gautham Menon"" ] [ ""Suriya"", ""Simran"", ""Ramya"", ""Sameera Reddy"", ""Prithviraj"", ""Deepa Narendran"", ""Karthik"", ""Shanker Koladi"", ""Ganesh"", ""Sathish"", ""Veera Bahu"", ""Gautham Menon"", ""Pawl Bazile"", ""Brian Jennings"", ""Rajeev"" ] [ ""Drama"", ""Musical"", ""Romance"" ]"
tt1705772,Mankatha,"Vinayak and his 4 team members rob a booty of 500 crores INR. Trouble starts when two of the team betrays them. [ ""Tamil"" ] [ ""Venkat Prabhu"" ] [ ""Venkat Prabhu"" ] [ ""Ajith Kumar"", ""Arjun"", ""Trisha Krishnan"", ""Premgi Amaren"", ""Vaibhav Reddy"", ""Anjali"", ""Andrea Jeremiah"", ""Raai Laxmi"", ""Aravind Akash"", ""Ashwin Kakumanu"", ""Mahat Raghavendra"", ""V. Jayaprakash"", ""Subbu Panchu"", ""Boys Rajan"", ""Ramya Subramanian"" ] [ ""Action"", ""Comedy"", ""Crime"" ]"
tt4991384,Visaaranai,"A group of immigrants (Pandi, Murugan, Afsal and Kumar) are detained by the local state police, tortured and forced to admit to a crime they have no knowledge of. When all hope seems to be ... [ ""Tamil"", ""Telugu"" ] [ ""Chandrakumar"", ""Vetrimaaran"" ] [ ""Vetrimaaran"" ] [ ""Dinesh"", ""Samuthirakani"", ""Anandhi"", ""Murugadass"", ""Kishore Kumar G."", ""Misha Ghoshal"", ""Raj Pradeesh"", ""Ajay Ghosh"", ""E. Ramdoss"", ""Alwa Vasu"", ""Munnar Ramesh"", ""Dhaya Senthil"", ""Saravana Subbiah"", ""Muthukumar"", ""Cheran Raj"" ] [ ""Crime"", ""Drama"", ""Thriller"" ]"
tt6076366,Aandavan Kattalai,"Debt-ridden Gandhi & Pandi come to Chennai from their native village near Madurai in search of a 'Travel agent' who can arrange their travel to London on fake passports/reasons to earn some... [ ""Tamil"" ] [ ""M. Manikandan"" ] [ ""M. Manikandan"" ] [ ""Vijay Sethupathi"", ""Ritika Singh"", ""Pooja Devariya"", ""Nassar"", ""Ramesh Thilak"" ] [ ""Drama"" ]"
tt3822396,Velaiyilla Pattathari,"A jobless young man gets to redeem himself. [ ""Tamil"" ] [ ""Velraj"" ] [ ""Velraj"" ] [ ""Dhanush"", ""Saranya Ponvannan"", ""Amala Paul"", ""Samuthirakani"", ""Vivek"", ""Surabhi"", ""Amitash"", ""Cell Murugan"", ""Hrishikesh"", ""Sriram"", ""Meera Krishna"", ""Vignesh Shivan"", ""Amitash Pradhan"" ] [ ""Drama"" ]"
tt3973410,Kaakkaa Muttai,"Two slum kids want nothing more than a slice of pizza. [ ""Tamil"" ] [ ""M. Manikandan"" ] [ ""M. Manikandan"" ] [ ""Ramesh"", ""J. Vignesh"", ""Aishwarya Rajesh"", ""Ramesh Thilak"", ""Joe Malloori"", ""Babu Antony"", ""Yogi Babu"", ""Krishnamoorthy"", ""T.R. Silambarasan"" ] [ ""Comedy"", ""Drama"" ]"
tt4987556,Thani Oruvan,"Revolving around a police officer who is passionate to destroy the most corrupt person in the country, Siddharth Abhimanyu. [ ""Tamil"" ] [ ""A.N. Balakrishnan"", ""M. Raja"" ] [ ""M. Raja"" ] [ ""Jeyam Ravi"", ""Arvind Swamy"", ""Nayanthara"", ""Nassar"", ""Ganesh Venkatraman"", ""Thambi Ramayya"", ""Mugdha Godse"", ""Vamsi Krishna"", ""Harish Uthaman"", ""Sricharan"", ""Rahul Madhav"", ""Abhinaya"", ""Nagineedu"", ""Anil Murali"", ""V. Madhusudhan Rao"" ] [ ""Action"", ""Crime"", ""Thriller"" ]"
tt5857968,Kuttrame Thandanai,"A youth in need for money to get his eye-sight back on track uses the keen observation skills his limited vision provides as consolation to his advantage as he blackmails his way past two ... [ ""Tamil"" ] [ ""Anand Annamalai"", ""M. Manikandan"" ] [ ""M. Manikandan"" ] [ ""Vidharth"", ""Pooja Devariya"", ""Aishwarya Rajesh"", ""Rahman"", ""Nassar"", ""Guru Somasundaram"", ""G. Marimuthu"" ] [ ""Crime"", ""Drama"", ""Mystery"" ]"
tt0449951,Ghajini,"A man, suffering from short-term memory loss, uses notes, tattoos and photo's to hunt down his girlfriend's killer [ ""Tamil"", ""Telugu"" ] [ ""A.R. Murugadoss"", ""A.R. Murugadoss"" ] [ ""A.R. Murugadoss"" ] [ ""Suriya"", ""Asin"", ""Nayanthara"", ""Pradeep Singh Rawat"", ""Riyaz Khan"", ""Manobala"", ""Sathyan"", ""Ramanathan"" ] [ ""Action"", ""Drama"", ""Mystery"" ]"
tt5611648,Joker,"Mannar (protagonist), a villager, who declares himself as Indian President, protests government for absurdities. On a trial, he reveals his past. When everyone sees him as Joker, audience are questioned at the end. [ ""Tamil"" ] [ ""Raju Murugan"" ] [ ""Raju Murugan"" ] [ ""Guru Somasundaram"", ""Ramya Pandiyan"", ""Gayathri"", ""Ramasamy"", ""Bava Chelladurai"", ""Bala Murugan"" ] [ ""Comedy"", ""Drama"" ]"
tt2780998,In a Small World,"A Japanese journalist. An Indian software engineer. A Belgian man looking for a new future. An Austrian man running from his past. A young Thai woman and her daughter. In the bright lights ... [ ""Thai"", ""English"", ""Japanese"", ""Tamil"", ""German"" ] [ ""Harsha Navaratne"", ""Samy Pavel"" ] [ ""Samy Pavel"" ] [ ""Srisanoy Jiraporn"", ""Hiroki Kurahashi"", ""Jegatheesh Kurukkal"", ""Denchai Kamthaisong"", ""Guenther Herman"", ""Inga Herman"", ""Edwig Dewinter"", ""Yuko Kato"", ""Jaya Sundaram"", ""Dissaphong Rojanasin"", ""Fanta"", ""Teepa Wandprayjapbonsuk"" ] [ ""Adventure"" ]"
tt2302966,i,"Lingesan, a deformed hunchback who was once a body builder and a handsome model, seeks revenge on the people who ruined his life. [ ""Tamil"" ] [ ""A.N. Balakrishnan"", ""S. Shankar"" ] [ ""S. Shankar"" ] [ ""Vikram"", ""Amy Jackson"", ""Suresh Gopi"", ""Upen Patel"", ""Santhanam"", ""Ramkumar Ganesan"", ""Powerstar Srinivasan"", ""Mohan Kapoor"", ""Ojas Rajani"", ""Syed Siddiq"", ""Sajid Bubere"", ""Kamaraj"", ""Alfred Hsing"", ""Sarath Kumar"", ""Mahru Sheikh"" ] [ ""Action"", ""Romance"", ""Thriller"" ]"
tt4981966,24,"A scientist invents a time machine, which leads to a bitter battle between his evil twin brother and his son. [ ""Tamil"", ""Telugu"" ] [ ""Vikram K. Kumar"" ] [ ""Vikram K. Kumar"" ] [ ""Suriya"", ""Samantha Ruth Prabhu"", ""Nithya Menon"", ""Saranya Ponvannan"", ""Ajay"", ""Girish Karnad"", ""Sathyan"", ""Mohan Ram"", ""Charlie"", ""Appukutty"", ""Sudha"", ""Caroline Koziol"", ""Advaith Ramkumar"" ] [ ""Action"", ""Romance"", ""Sci-Fi"" ]"
tt2631186,Baahubali: The Beginning,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people. [ ""Telugu"", ""Tamil"" ] [ ""Vijayendra Prasad"", ""S.S. Rajamouli"" ] [ ""S.S. Rajamouli"" ] [ ""Prabhas"", ""Rana Daggubati"", ""Anushka Shetty"", ""Tamannaah Bhatia"", ""Satyaraj"", ""Nassar"", ""Ramya Krishnan"", ""Sudeep"", ""Gabriela Bertante"", ""Tanikella Bharani"", ""Nora Fatehi"", ""Prabhakar"", ""Rohini"", ""Subbaraya Sarma"", ""Adivi Sesh"" ] [ ""Action"", ""Adventure"", ""Drama"" ]"
tt2375559,1 - Nenokkadine,"A rock star must overcome his psychological inhibitions to seek revenge for his parents' death. [ ""Telugu"" ] [ ""Jakka Hariprasad"", ""Hari Prasad Jakka"" ] [ ""Sukumar"" ] [ ""Mahesh Babu"", ""Kriti Sanon"", ""Nassar"", ""Pradeep Singh Rawat"", ""Anu Hassan"", ""Kelly Dorji"", ""Sayaji Shinde"", ""Krishna Murali Posani"", ""Srinivasa Reddy"", ""Ravi Verma"", ""Anand"", ""Supreeth Reddy"", ""Sophiya Chaudhary"", ""Gautham Ghattamaneni"", ""Hayley Joanne Bacon"" ] [ ""Action"", ""Musical"", ""Mystery"" ]"
tt5098128,Nannaku Prematho,"An intelligent son of a former entrepreneur takes revenge on a powerful and rich businessman who is as smart as he is. [ ""Telugu"" ] [ ""Vikram Juthika"", ""Hussain Sha Kiran"" ] [ ""Sukumar"" ] [ ""Junior N.T.R."", ""Rakul Preet Singh"", ""Jagapathi Babu"", ""Rajendraprasad"", ""Rajiv Kanakala"", ""Liza van der Smissen"", ""Darien Asian"", ""Srinivas Avasarala"", ""Nadia Awan"", ""Kishore Bhatt"", ""Simona Crugnola"", ""Daniel Eghan"", ""Ashish Gole"", ""Ernest Gromov"", ""Lee Nicholas Harris"" ] [ ""Action"", ""Drama"", ""Fantasy"" ]"
tt5457840,Krishna Gaadi Veera Prema Gaadha,"Love story of krishna and maha lakshmi [ ""Telugu"" ] [ ""Hanumantha Rao Raghavapudi"" ] [ ""Hanumantha Rao Raghavapudi"" ] [ ""Brahmaji"", ""Ravi Kale"", ""Nani"", ""Mehrene Kaur Pirzada"", ""Prudhviraj"", ""Sampath Raj"", ""Satyam Rajesh"", ""Murli Sharma"" ] [ ""Comedy"", ""Romance"", ""Thriller"" ]"
tt0471571,Athadu,"A gunman for hire is framed for murder, and assumes a dead man's identity while hiding from the police. [ ""Telugu"", ""Hindi"" ] [ ""Trivikram Srinivas"" ] [ ""Trivikram Srinivas"" ] [ ""Mahesh Babu"", ""Trisha Krishnan"", ""Prakash Raj"", ""Sonu Sood"", ""Srinivasa Rao Kota"", ""Nassar"", ""Giribabu"", ""Brahmanandam"", ""Dharmavarapu Subramanyam"", ""Ajay"", ""Tanikella Bharani"", ""Brahmaji"", ""Rahul Dev"", ""Vajja Venkata Giridhar"", ""Gundu Hanumantha Rao"" ] [ ""Action"", ""Musical"", ""Romance"" ]"
tt4727512,Srimanthudu,"Harsha, a multi-millionaire guy who has everything but there is something else he's looking for and in the process he adopts a complete village trying to bring change in the people. [ ""Telugu"" ] [ ""Koratala Siva"" ] [ ""Koratala Siva"" ] [ ""Darbha Appaji Ambarisha"", ""Jagapathi Babu"", ""Mahesh Babu"", ""Shruti Haasan"", ""Tejaswi Madivada"", ""Sampath Raj"", ""Rajendraprasad"", ""Rahul Ravindran"", ""Sanam Shetty"", ""Sukanya"", ""Ravi Verma"" ] [ ""Action"", ""Drama"", ""Romance"" ]"
