movie_id,name,tag
tt6040012,MSG the Warrior: Lion Heart,"The story is about medieval warrior who fights for the honor of his land and the dignity of the womenfolk. The story travels centuries apart as he emerges in another role as a modern Indian... [ ""Hindi"" ] [ ""Saint Gurmeet Ram Rahim Singh Ji Insan"" ] [ ""Saint Gurmeet Ram Rahim Singh Ji Insan"" ] [ ""Ashok Insan"", ""Bhushan Insan"", ""Charanpreet Insan"", ""Garima Insan"", ""Kainaat Insan"", ""Rajesh Insan"", ""Saint Gurmeet Ram Rahim Singh Ji Insan"", ""Sukhottam Insan"" ] [ ""Adventure"", ""Drama"" ]"
tt3495026,Fan,"Gaurav, a huge fan of movie star Aryan Khanna, heads to Mumbai in order to wish his God a happy birthday. When things don't go according to plan, Gaurav's obsession with Aryan crosses the line. [ ""Hindi"" ] [ ""Maneesh Sharma"", ""Habib Faisal"" ] [ ""Maneesh Sharma"" ] [ ""Shah Rukh Khan"", ""Sayani Gupta"", ""Chris Martin Hill"", ""Paul Blackwell"", ""Lee Nicholas Harris"", ""Zachary Coffin"", ""Noni Harrison"", ""Farah Ahmed"", ""Gino Picciano"", ""Jack Gover"", ""Mariola Jaworska"", ""Shriya Pilgaonkar"", ""Raj Awasti"", ""Gioacchino Jim Cuffaro"", ""Miroslav Zaruba"" ] [ ""Action"", ""Drama"", ""Thriller"" ]"
tt4387040,Airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen. [ ""Hindi"", ""Arabic"", ""Malayalam"" ] [ ""Raja Menon"", ""Ritesh Shah"" ] [ ""Raja Menon"" ] [ ""Akshay Kumar"", ""Nimrat Kaur"", ""Kumud Mishra"", ""Prakash Belawadi"", ""Inaamulhaq"", ""Lena"", ""Nissar Khan"", ""Ninad Kamat"", ""Kaizaad Kotwal"", ""Feryna Wazheir"", ""Ajay Kumar"", ""Purab Kohli"", ""Gunjan Malhotra"", ""Pooja Nair"", ""Taranjit Kaur"" ] [ ""Action"", ""Drama"", ""History"" ]"
tt0075860,Close Encounters of the Third Kind,"After an encounter with U.F.O.s, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen. [ ""English"", ""French"", ""Spanish"", ""Hindi"" ] [ ""Steven Spielberg"" ] [ ""Steven Spielberg"" ] [ ""Richard Dreyfuss"", ""Franois Truffaut"", ""Teri Garr"", ""Melinda Dillon"", ""Bob Balaban"", ""J. Patrick McNamara"", ""Warren J. Kemmerling"", ""Roberts Blossom"", ""Philip Dodds"", ""Cary Guffey"", ""Shawn Bishop"", ""Adrienne Campbell"", ""Justin Dreyfuss"", ""Lance Henriksen"", ""Merrill Connally"" ] [ ""Drama"", ""Sci-Fi"" ]"
tt1187043,3 Idiots,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"". [ ""Hindi"", ""English"" ] [ ""Rajkumar Hirani"", ""Abhijat Joshi"" ] [ ""Rajkumar Hirani"" ] [ ""Aamir Khan"", ""Madhavan"", ""Sharman Joshi"", ""Kareena Kapoor"", ""Boman Irani"", ""Omi Vaidya"", ""Mona Singh"", ""Javed Jaffrey"", ""Parikshat Sahni"", ""Olivier Lafont"", ""Rahul Kumar"", ""Amardeep Jha"", ""Farida Dadi"", ""Mukund Bhatt"", ""Chaitali Bose"" ] [ ""Comedy"", ""Drama"" ]"
tt4169250,M.S. Dhoni: The Untold Story,"The untold story of [ ""Hindi"" ] [ ""Neeraj Pandey"", ""Dilip Jha"" ] [ ""Neeraj Pandey"" ] [ ""Disha Patani"", ""Sushant Singh Rajput"", ""Anupam Kher"", ""Kiara Advani"", ""Kumud Mishra"", ""Bhoomika Chawla"", ""Rajesh Sharma"", ""Herry Tangiri"", ""Kali Prasad Mukherjee"", ""Kranti Prakash Jha"", ""Brijendra Kala"", ""Zeeshaan"", ""Mukesh Bhatt"", ""Sarvadaman Banerjee"", ""Joginder Sharma"" ] [ ""Biography"", ""Drama"", ""Sport"" ]"
tt1010048,Slumdog Millionaire,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?"" [ ""English"", ""Hindi"", ""French"" ] [ ""Simon Beaufoy"", ""Vikas Swarup"" ] [ ""Danny Boyle"", ""Loveleen Tandan"" ] [ ""Dev Patel"", ""Saurabh Shukla"", ""Anil Kapoor"", ""Rajendranath Zutshi"", ""Jeneva Talwar"", ""Freida Pinto"", ""Irrfan Khan"", ""Azharuddin Mohammed Ismail"", ""Ayush Mahesh Khedekar"", ""Jira Banjara"", ""Sheikh Wali"", ""Mahesh Manjrekar"", ""Sanchita Choudhary"", ""Himanshu Tyagi"", ""Sharib Hashmi"" ] [ ""Drama"" ]"
tt0454876,Life of Pi,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger. [ ""English"", ""Tamil"", ""French"", ""Japanese"", ""Hindi"", ""Chinese"" ] [ ""Yann Martel"", ""David Magee"" ] [ ""Ang Lee"" ] [ ""Suraj Sharma"", ""Irrfan Khan"", ""Ayush Tandon"", ""Gautam Belur"", ""Adil Hussain"", ""Tabu"", ""Ayaan Khan"", ""Mohd. Abbas Khaleeli"", ""Vibish Sivakumar"", ""Rafe Spall"", ""Grard Depardieu"", ""James Saito"", ""Jun Naito"", ""Andrea Di Stefano"", ""Shravanthi Sainath"" ] [ ""Adventure"", ""Drama"", ""Fantasy"" ]"
tt3741834,Lion,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family. [ ""English"", ""Bengali"", ""Hindi"" ] [ ""Saroo Brierley"", ""Larry Buttrose"" ] [ ""Garth Davis"" ] [ ""Rooney Mara"", ""Nicole Kidman"", ""Dev Patel"", ""David Wenham"", ""Nawazuddin Siddiqui"", ""Aditya Roy Kapoor"", ""Tannishtha Chatterjee"", ""Pallavi Sharda"", ""Eamon Farren"", ""Priyanka Bose"", ""Benjamin Rigby"", ""Menik Gooneratne"", ""Sunny Pawar"", ""Deepti Naval"", ""Emilie Cocquerel"" ] [ ""Drama"" ]"
tt5571734,Pink,"When three young women are implicated in a crime; a retired lawyer steps forward to help them clear their names. [ ""Hindi"" ] [ ""Aniruddha Roy Chowdhury"", ""Ritesh Shah"" ] [ ""Aniruddha Roy Chowdhury"" ] [ ""Tapsee Pannu"", ""Kirti Kulhari"", ""Andrea Tariang"", ""Amitabh Bachchan"", ""Piyush Mishra"", ""Angad Bedi"", ""Vijay Varma"", ""Raashul Tandon"", ""Tushar Pandey"", ""Dhritiman Chatterjee"", ""Mamata Shankar"", ""Amit Baisoya"", ""S.K. Batra"", ""Prashant Bhagia"", ""Arjun Chakraborty"" ] [ ""Drama"", ""Thriller"" ]"
tt5713232,Madaari,"A man named Nirmal loses his family in a man-made disaster, he starts the journey of seeking answers asking for accountability which urges him to take revenge. [ ""Hindi"" ] [ ""Shailja Kejriwal"", ""Ritesh Shah"" ] [ ""Nishikant Kamat"" ] [ ""Irrfan Khan"", ""Jimmy Shergill"", ""Vishesh Bansal"", ""Tushar Dalvi"", ""Nitish Pandey"", ""Kedar Bagaria"", ""Manoj Bakshi"", ""Sunil Bedi"", ""Rajat Bhalla"", ""Satyajit Bhattacharya"", ""Akash Dabas"", ""Jitendra Gupta"", ""Rajiv Gupta"", ""Vikas Jain"", ""Sadhil Kapoor"" ] [ ""Adventure"", ""Crime"", ""Drama"" ]"
tt0367110,Swades,"A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots. [ ""Hindi"", ""English"" ] [ ""M.G. Sathya"", ""Ashutosh Gowariker"" ] [ ""Ashutosh Gowariker"" ] [ ""Shah Rukh Khan"", ""Gayatri Joshi"", ""Kishori Balal"", ""Smith Seth"", ""Lekh Tandon"", ""Rajesh Vivek"", ""Daya Shankar Pandey"", ""Farrukh Jaffar"", ""Vishnudutt Gaur"", ""Raja Awasthi"", ""Vishwa S. Badola"", ""Bhim Vakani"", ""Rahul Vohra"", ""Rajesh Balwani"", ""Bachan Pachehra"" ] [ ""Drama"" ]"
tt0292490,Dil Chahta Hai,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension. [ ""Hindi"", ""English"", ""Urdu"" ] [ ""Kassim Jagmagia"", ""Farhan Akhtar"" ] [ ""Farhan Akhtar"" ] [ ""Aamir Khan"", ""Saif Ali Khan"", ""Akshaye Khanna"", ""Preity Zinta"", ""Sonali Kulkarni"", ""Dimple Kapadia"", ""Ayub Khan"", ""Rajat Kapoor"", ""Suhasini Mulay"", ""Ahmed Khan"", ""Suchitra Pillai"", ""Anjula Bedi"", ""Rakesh Pandey"", ""Samantha Tremayne"", ""Mandala Tayde"" ] [ ""Comedy"", ""Drama"", ""Romance"" ]"
tt1280558,A Wednesday,"A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday. [ ""Hindi"", ""English"" ] [ ""Neeraj Pandey"", ""Neeraj Pandey"" ] [ ""Neeraj Pandey"" ] [ ""Anupam Kher"", ""Naseeruddin Shah"", ""Jimmy Shergill"", ""Deepal Shaw"", ""Aamir Bashir"", ""Kali Prasad Mukherjee"", ""Mukesh Bhatt"", ""Gaurav Kapoor"", ""Chetan Pandit"", ""Veerendra Saxena"", ""Snehal Dabi"", ""Rohitashv Gour"", ""Vijay Bhatia"", ""Aayam Mehta"", ""Rajendra Chawla"" ] [ ""Crime"", ""Drama"", ""Mystery"" ]"
tt4934950,Talvar,"An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide. [ ""Hindi"", ""English"" ] [ ""Vishal Bhardwaj"", ""Aditya Nimbalkar"" ] [ ""Meghna Gulzar"" ] [ ""Irrfan Khan"", ""Konkona Sen Sharma"", ""Neeraj Kabi"", ""Sohum Shah"", ""Atul Kumar"", ""Gajraj Rao"", ""Prakash Belawadi"", ""Shishir Sharma"", ""Sakshi Bhatia"", ""Sumit Gulati"", ""Somen Mishra"", ""Alisha Parveen"", ""Kundan Roy"", ""Jaspal Sharma"", ""Neyha Sharma"" ] [ ""Biography"", ""Crime"", ""Drama"" ]"
tt0457655,After the Wedding,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret. [ ""Danish"", ""Swedish"", ""English"", ""Hindi"" ] [ ""Susanne Bier"", ""Anders Thomas Jensen"" ] [ ""Susanne Bier"" ] [ ""Mads Mikkelsen"", ""Neeral Mulchandani"", ""Tanya Sharma"", ""Swini Khara"", ""Meenal Patel"", ""Vallabh Gada"", ""Hitesh Kotak"", ""Suhita Thatte"", ""Rolf Lassgrd"", ""Dispesh Mistry"", ""Shivam Vichare"", ""Frederik Gullits Ernst"", ""Kristian Gullits Ernst"", ""Sidse Babett Knudsen"", ""Mona Malm"" ] [ ""Drama"" ]"
tt1839596,Rockstar,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer. [ ""Hindi"" ] [ ""Imtiaz Ali"", ""Muazzam Beg"" ] [ ""Imtiaz Ali"" ] [ ""Ranbir Kapoor"", ""Nargis Fakhri"", ""Shammi Kapoor"", ""Kumud Mishra"", ""Piyush Mishra"", ""Shernaz Patel"", ""Aditi Rao Hydari"", ""Sanjana Sanghi"", ""Shikha Jain"", ""Jaideep Ahlawat"", ""Moufid Aziz"", ""Aakash Dahiya"", ""Sushil Dahiya"", ""Ram Menon"", ""Rajinder Sharma Nanu"" ] [ ""Drama"", ""Music"", ""Musical"" ]"
tt2082197,Barfi!,"Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal. [ ""Hindi"" ] [ ""Anurag Basu"", ""Tani Basu"" ] [ ""Anurag Basu"" ] [ ""Ranbir Kapoor"", ""Priyanka Chopra"", ""Ileana D'Cruz"", ""Saurabh Shukla"", ""Rupa Ganguly"", ""Ashish Vidyarthi"", ""Bholaraj Sapkota"", ""Jishu Sengupta"", ""Haradhan Bannerjee"", ""Akash Khurana"", ""Arun Bali"", ""Uday Tikekar"", ""Preiti Mamgain"", ""Sumona Chakravarti"", ""Sujata Sehgal"" ] [ ""Adventure"", ""Comedy"", ""Drama"" ]"
tt1562872,Zindagi Na Milegi Dobara,"Three friends decide to turn their fantasy vacation into reality after one of their number becomes engaged. [ ""Hindi"", ""Japanese"", ""Spanish"", ""English"" ] [ ""Farhan Akhtar"", ""Reema Kagti"" ] [ ""Zoya Akhtar"" ] [ ""Katrina Kaif"", ""Hrithik Roshan"", ""Naseeruddin Shah"", ""Farhan Akhtar"", ""Aditya Roy Kapoor"", ""Kalki Koechlin"", ""Abhay Deol"", ""Ariadna Cabrol"", ""Mandi Sidhu"", ""Deepti Naval"", ""Raaghav Chanana"", ""Anisa Butt"", ""Nandini Sen"", ""Suhel Seth"", ""Anisa"" ] [ ""Adventure"", ""Comedy"", ""Drama"" ]"
tt0433416,The Namesake,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways. [ ""English"", ""Hindi"", ""Bengali"", ""French"" ] [ ""Sooni Taraporevala"", ""Jhumpa Lahiri"" ] [ ""Mira Nair"" ] [ ""Kal Penn"", ""Tabu"", ""Irrfan Khan"", ""Jacinda Barrett"", ""Zuleikha Robinson"", ""Brooke Smith"", ""Sahira Nair"", ""Jagannath Guha"", ""Ruma Guha Thakurta"", ""Sandip Deb"", ""Sukanya"", ""Tanushree Shankar"", ""Sabyasachi Chakraborty"", ""Tamal Ray Chowdhury"", ""Dhruv Mookerji"" ] [ ""Drama"" ]"
tt0986264,Taare Zameen Par,"An eight-year-old boy is thought to be lazy and a trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school. [ ""Hindi"", ""English"" ] [ ""Amole Gupte"", ""Amole Gupte"" ] [ ""Aamir Khan"", ""Amole Gupte"" ] [ ""Darsheel Safary"", ""Aamir Khan"", ""Tanay Chheda"", ""Sachet Engineer"", ""Tisca Chopra"", ""Vipin Sharma"", ""Lalitha Lajmi"", ""Girija Oak"", ""Ravi Khanvilkar"", ""Pratima Kulkarni"", ""Meghna Malik"", ""Sonali Sachdev"", ""Sanjay Dadich"", ""Raaj Gopal Iyer"", ""Bugs Bhargava"" ] [ ""Drama"", ""Family"", ""Music"" ]"
tt0367495,Anbe Sivam,"Nalla Sivam and Anbarasu meet under different circumstances and their lives are changed as they take the journey of their life. [ ""Tamil"", ""Hindi"" ] [ ""Kamal Haasan"", ""Madan"" ] [ ""Sundar C."" ] [ ""Kamal Haasan"", ""Madhavan"", ""Kiran Rathod"", ""Nassar"", ""Santhana Bharathi"", ""Uma Riyaz Khan"", ""Yugi Sethu"", ""Ilavarasu"", ""Balu Anand"", ""Seema"", ""R.S. Shivaji"", ""Laxmi Rattan"", ""Chelladurai"", ""Hillaary"", ""Jacob"" ] [ ""Adventure"", ""Comedy"", ""Drama"" ]"
tt0109117,Andaz Apna Apna,"Two slackers competing for the affections of an heiress, inadvertently become her protectors from an evil criminal. [ ""Hindi"" ] [ ""Rajkumar Santoshi"", ""Rajkumar Santoshi"" ] [ ""Rajkumar Santoshi"" ] [ ""Aamir Khan"", ""Salman Khan"", ""Raveena Tandon"", ""Karisma Kapoor"", ""Paresh Rawal"", ""Viju Khote"", ""Shehzad Khan"", ""Mehmood"", ""Deven Verma"", ""Jagdeep"", ""Tiku Talsania"", ""Suresh Bhagwat"", ""Harish Patel"", ""Javed Khan"", ""Anand Mishra"" ] [ ""Comedy"", ""Family"", ""Romance"" ]"
tt0405508,Rang De Basanti,"The story of six young Indians who assist an English Woman to film a documentary on the extremist freedom fighters from their past, and the events that lead them to relive the long forgotten saga of freedom. [ ""Hindi"", ""Panjabi"", ""English"" ] [ ""Renzil D'Silva"", ""Prasoon Joshi"" ] [ ""Rakeysh Omprakash Mehra"" ] [ ""Aamir Khan"", ""Siddharth"", ""Sharman Joshi"", ""Kunal Kapoor"", ""Atul Kulkarni"", ""Alice Patten"", ""Soha Ali Khan"", ""Steven Mackintosh"", ""Madhavan"", ""Waheeda Rehman"", ""Anupam Kher"", ""Kiron Kher"", ""Om Puri"", ""Lekh Tandon"", ""Cyrus Sahukar"" ] [ ""Comedy"", ""Drama"", ""History"" ]"
tt4430212,Drishyam,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime. [ ""Hindi"" ] [ ""Jeethu Joseph"", ""Upendra Sidhaye"" ] [ ""Nishikant Kamat"" ] [ ""Ajay Devgn"", ""Shriya Saran"", ""Tabu"", ""Rajat Kapoor"", ""Ishita Dutta"", ""Mrunal Jadhav"", ""Prasanna Ketkar"", ""Yogesh Sonam"", ""Prathamesh Parab"", ""Rishabh Chaddha"", ""Ashish Warang"", ""Anil Nagarkar"", ""Tarun Shukla"", ""Smita Inamdar"", ""Sanjay Bhatia"" ] [ ""Crime"", ""Drama"", ""Mystery"" ]"
tt4635372,Masaan,"Four lives intersect along the Ganges: a low caste boy hopelessly in love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and... [ ""Hindi"" ] [ ""Varun Grover"" ] [ ""Neeraj Ghaywan"" ] [ ""Richa Chadha"", ""Sanjay Mishra"", ""Vicky Kaushal"", ""Pankaj Tripathy"", ""Vinit Kumar"", ""Bhagwan Tiwari"", ""Bhupesh Singh"", ""Satya Kam Anand"", ""Mohit Abrol"", ""Deepak Agarwal"", ""Harsh Agarwal"", ""Manish Agrahari"", ""Jamal Ahmad"", ""Ana"", ""Aalok Bhat"" ] [ ""Drama"", ""Romance"" ]"
tt2350496,The Lunchbox,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox. [ ""Hindi"", ""English"" ] [ ""Ritesh Batra"", ""Vasan Bala"" ] [ ""Ritesh Batra"" ] [ ""Irrfan Khan"", ""Nimrat Kaur"", ""Nawazuddin Siddiqui"", ""Lillete Dubey"", ""Nakul Vaid"", ""Bharti Achrekar"", ""Yashvi Puneet Nagar"", ""Denzil Smith"", ""Shruti Bapna"", ""Nasir Khan"", ""Lokesh Raj"", ""Sadashiv Kondaji Pokarkar"", ""Aarti Rathod"", ""Krishna Bai"", ""Raj Rishi More"" ] [ ""Drama"", ""Romance"" ]"
tt0109424,Chungking Express,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents. [ ""Cantonese"", ""English"", ""Japanese"", ""Hindi"", ""Mandarin"" ] [ ""Kar-Wai Wong"" ] [ ""Kar-Wai Wong"" ] [ ""Brigitte Lin"", ""Tony Chiu Wai Leung"", ""Faye Wong"", ""Takeshi Kaneshiro"", ""Valerie Chow"", ""Jinquan Chen"", ""Lee-Na Kwan"", ""Zhiming Huang"", ""Liang Zhen"", ""Songshen Zuo"" ] [ ""Comedy"", ""Drama"", ""Romance"" ]"
tt0238936,Devdas,"After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain. [ ""Hindi"", ""Urdu"", ""Bengali"" ] [ ""Saratchandra Chatterjee"", ""Prakash Kapadia"" ] [ ""Sanjay Leela Bhansali"" ] [ ""Shah Rukh Khan"", ""Madhuri Dixit"", ""Aishwarya Rai Bachchan"", ""Jackie Shroff"", ""Kiron Kher"", ""Smita Jaykar"", ""Tiku Talsania"", ""Vijayendra Ghatge"", ""Milind Gunaji"", ""Ananya Khare"", ""Manoj Joshi"", ""Ava Mukherjee"", ""Dina Pathak"", ""Vijay Crishna"", ""Muni Jha"" ] [ ""Musical"", ""Romance"" ]"
tt4900716,Kapoor & Sons,"A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds. [ ""Hindi"" ] [ ""Shakun Batra"", ""Ayesha DeVitre"" ] [ ""Shakun Batra"" ] [ ""Sidharth Malhotra"", ""Fawad Khan"", ""Alia Bhatt"", ""Anahita Oberoi"", ""Vikram Kapadia"", ""Anuradha Chandan"", ""Pradeep Pradhan"", ""Fahim Shaikh"", ""Niti Apurva Patel"", ""Aalekh Kapoor"", ""Sukant Goel"", ""Gunavanthe Aditya"", ""Aakriti Dobhal"", ""Rajat Kapoor"", ""Rishi Kapoor"" ] [ ""Comedy"", ""Drama"", ""Romance"" ]"
